id,id_client,id_product,qtd,total,sale_date
5103,41,70,2,68711.0,2023-01-26
5104,18,43,12,421162.0,08-10-2024
5105,4,5,9,202369.95,2023-10-28
5106,23,66,7,83600.95,2023-06-30
5107,39,81,2,244297.0,2024-07-30
5108,21,55,4,417951.55,09-08-2024
5109,38,93,4,401908.0,2024-06-28
5110,18,71,8,989322.4,09-04-2023
5111,29,47,4,23267.4,24-07-2023
5112,12,76,11,1630181.0,14-11-2023
5113,32,116,3,7727.0,14-11-2024
5114,22,8,4,19937.0,04-02-2024
5115,18,140,12,37615.0,13-06-2023
5117,35,126,11,29448.0,2024-05-06
5118,11,130,8,31495.35,2023-12-23
5119,24,76,13,1830248.15,30-07-2024
5120,3,15,12,318057.15,2023-01-29
5121,27,61,11,308205.0,2023-01-02
5122,32,145,15,61985.6,2023-08-29
5123,47,66,1,11943.4,22-11-2023
5124,39,72,15,1494970.0,2024-11-23
5125,46,65,8,194238.9,26-09-2024
5126,30,73,14,2004239.0,27-04-2024
5127,37,8,9,42614.15,16-07-2024
5128,18,139,8,11399.0,2023-08-03
5129,28,72,11,1096311.0,2024-05-11
5130,20,97,13,1759356.0,2023-11-17
5131,2,19,8,124886.05,01-08-2023
5132,48,25,5,60632.0,13-08-2023
5133,28,60,10,1087511.0,2024-08-08
5134,48,69,9,407385.0,04-03-2024
5135,26,98,4,317445.0,05-01-2023
5136,44,79,7,439876.6,31-01-2024
5137,37,81,5,580204.9,12-03-2024
5138,28,81,14,1624575.05,2024-02-18
5139,22,112,12,24862.45,15-09-2023
5140,22,89,1,78678.0,2023-05-09
5141,34,97,1,135335.0,04-02-2024
5142,6,51,2,128318.0,2024-09-26
5143,21,55,11,1209859.0,21-09-2024
5144,11,146,7,3472.0,21-02-2023
5145,28,40,13,175173.35,19-05-2024
5146,11,59,2,174332.0,15-06-2024
5147,18,94,11,448259.0,23-04-2023
5148,42,67,7,600523.0,2023-04-28
5149,35,69,5,215008.75,03-10-2024
5150,11,66,3,37715.0,2024-11-12
5151,41,138,6,25098.0,07-04-2023
5152,21,147,15,45451.0,2023-11-17
5153,32,13,8,58878.15,03-09-2023
5154,49,5,10,224855.5,2023-11-29
5155,24,86,9,799622.6,2023-05-01
5156,7,80,8,1033791.0,2024-05-22
5157,21,147,3,9090.0,13-08-2024
5158,28,62,3,306666.0,2024-02-01
5159,20,76,10,1407882.9,2024-12-05
5160,8,14,6,214866.0,2023-11-03
5161,12,50,10,112760.0,2023-12-29
5162,34,134,9,40335.1,2023-07-26
5163,8,22,10,394529.0,03-05-2024
5164,40,77,2,89409.0,21-01-2023
5165,45,128,15,69761.0,02-01-2024
5166,16,39,9,266695.0,2023-12-21
5167,10,65,2,48559.25,27-10-2024
5168,20,125,9,30619.0,09-07-2024
5169,45,53,5,268375.0,2023-09-23
5170,27,27,1,16511.0,09-02-2023
5171,34,38,7,185228.0,2024-09-07
5172,13,139,11,15674.0,01-06-2024
5173,16,133,4,7571.0,2023-10-24
5174,23,127,11,17043.0,2024-08-12
5175,36,113,2,8350.5,02-12-2024
5176,28,111,7,28497.15,2024-01-22
5177,45,55,11,1209859.0,09-07-2023
5178,22,9,6,238233.0,18-05-2023
5179,21,110,11,26078.45,11-06-2024
5180,42,113,4,17580.0,2023-07-25
5181,43,6,11,123520.9,16-06-2023
5182,12,85,3,109949.2,2023-04-13
5183,28,33,11,73873.0,2023-10-04
5184,2,56,7,300921.0,10-02-2024
5185,47,13,1,7747.0,2023-07-15
5186,46,106,15,62484.35,30-11-2023
5187,3,71,14,1822437.0,05-03-2024
5188,44,142,8,6611.0,2023-07-05
5189,29,84,2,82505.6,12-05-2024
5190,46,82,2,103268.0,16-07-2023
5191,25,112,10,21810.0,2024-01-27
5192,11,54,13,1579953.0,02-08-2024
5193,29,51,11,705749.0,2024-11-04
5194,9,127,15,23240.0,2024-01-09
5195,30,80,13,1595914.5,11-08-2024
5196,47,74,5,432793.0,2024-01-02
5197,42,91,9,1153275.3,2024-12-29
5198,1,6,1,11229.0,09-12-2023
5199,17,131,10,9154.2,03-12-2023
5200,36,139,3,4275.0,14-07-2024
5201,12,30,14,428896.5,2024-02-13
5202,8,43,15,500130.35,19-09-2023
5203,19,141,4,18170.65,01-09-2024
5204,40,54,14,1701487.0,2023-11-15
5205,43,62,7,679776.3,18-05-2023
5206,41,115,3,2367.4,16-07-2023
5207,4,20,1,30833.0,14-06-2024
5208,20,88,13,596955.3,08-11-2024
5209,17,31,10,78689.45,2024-12-10
5210,41,55,5,522439.2,2024-02-15
5211,32,72,7,697652.0,2023-09-07
5212,29,119,2,6186.4,07-08-2023
5213,47,66,5,62858.0,15-09-2024
5214,1,134,4,18870.0,18-04-2024
5215,21,65,4,102231.0,2023-03-01
5216,40,95,1,66317.6,2023-03-02
5217,31,101,14,6163.6,2023-03-28
5218,23,51,13,792363.65,05-04-2024
5219,28,45,4,37634.25,2024-10-23
5220,17,120,11,32650.55,09-07-2023
5221,7,93,9,904293.0,17-09-2024
5222,23,93,8,763625.2,23-03-2024
5223,18,147,4,11514.0,2024-11-14
5224,10,38,12,301657.3,2023-11-07
5225,42,103,8,14314.0,2023-06-22
5226,35,52,5,65094.0,08-03-2024
5227,25,132,9,14067.0,2024-09-04
5228,27,106,11,45822.3,21-01-2023
5229,27,2,2,26596.2,2023-11-07
5230,23,110,14,33190.15,12-03-2024
5231,28,72,4,378726.05,20-07-2023
5232,34,17,3,42116.0,2023-08-29
5233,20,35,6,62731.35,2024-07-14
5234,2,114,6,4796.0,2024-06-02
5235,26,31,10,82831.0,15-10-2024
5236,20,1,8,251731.0,2023-03-24
5237,41,45,5,47043.05,04-07-2024
5238,29,97,15,2030026.0,2024-10-27
5239,21,48,14,206309.0,2023-01-02
5240,19,58,2,217649.0,22-07-2024
5241,9,116,12,30906.0,2023-06-26
5242,39,109,7,4359.0,07-11-2023
5243,15,27,3,47057.3,14-11-2023
5244,2,111,14,59993.0,28-11-2024
5245,48,145,13,53720.6,01-05-2023
5246,41,28,14,189639.0,2023-10-03
5247,26,60,14,1522515.0,15-03-2024
5248,6,74,3,259676.0,2024-10-27
5249,2,32,11,130650.65,04-09-2024
5250,5,70,9,293739.05,2023-09-23
5251,12,2,5,66491.45,18-05-2023
5252,11,90,3,237292.0,24-07-2023
5253,46,112,2,4143.9,25-07-2023
5254,15,59,14,1220326.0,2023-11-12
5255,46,63,10,1399577.0,29-10-2024
5256,19,78,12,1461139.0,01-01-2023
5257,12,96,12,805077.5,2023-04-02
5258,35,145,7,30449.0,12-09-2024
5259,25,86,10,888469.45,12-06-2023
5260,12,73,3,429480.0,12-06-2024
5261,8,73,12,1717919.0,14-09-2023
5262,10,127,4,6197.0,03-09-2023
5263,7,103,10,16997.4,2023-08-23
5264,6,131,11,10599.0,2023-08-25
5265,2,85,15,578680.0,2023-03-23
5266,26,66,3,35829.25,11-02-2024
5267,16,36,15,322069.95,06-05-2024
5268,46,112,15,32714.0,2024-11-10
5269,25,60,5,543755.0,2024-09-15
5270,45,52,7,91132.55,22-05-2024
5271,44,137,13,41810.45,30-12-2023
5272,9,149,15,17454.0,2023-02-04
5273,33,121,10,35095.85,14-06-2024
5274,26,130,13,51179.35,2023-12-15
5275,16,25,1,12126.0,2023-09-21
5276,35,119,10,32558.0,2024-04-12
5277,20,28,7,94819.5,23-04-2023
5278,20,79,1,66147.0,13-05-2023
5279,28,72,5,498323.0,2023-08-02
5280,49,130,10,41441.0,2024-06-10
5281,7,18,11,292297.0,2024-03-23
5282,29,102,4,3161.6,2024-04-08
5283,39,118,7,28695.7,24-03-2024
5284,14,132,10,15630.0,2023-04-21
5285,47,21,2,16595.55,10-05-2023
5286,40,127,9,13246.8,2024-02-14
5287,13,78,6,694040.55,23-12-2024
5288,38,133,9,16182.3,2023-10-31
5289,18,131,1,964.0,2024-04-10
5290,47,55,8,835903.1,16-06-2023
5291,1,50,3,32136.6,2024-07-11
5292,19,110,9,21337.0,21-02-2024
5293,9,50,14,157864.0,2024-07-18
5294,1,11,3,103261.2,15-05-2023
5295,24,140,13,40750.0,2024-03-18
5296,44,115,13,10798.0,24-07-2023
5297,4,14,8,286489.0,26-10-2024
5298,21,66,3,35829.25,01-02-2024
5299,38,118,10,40993.45,11-05-2023
5300,33,55,4,439949.0,2024-03-18
5301,21,64,12,1271163.65,2024-04-24
5302,13,134,5,23588.0,03-05-2023
5303,6,106,2,8770.0,17-09-2023
5304,8,75,12,373559.95,2023-01-21
5305,41,71,7,865657.1,2023-10-29
5306,46,83,10,1348039.0,2024-10-09
5307,39,102,5,4160.0,27-11-2024
5308,20,83,9,1213235.0,2024-11-18
5309,27,99,9,917130.0,06-09-2024
5310,46,31,4,33132.0,09-05-2023
5311,19,55,15,1649808.0,17-06-2023
5312,25,119,14,45581.0,2023-12-24
5313,29,89,15,1121162.45,2024-09-26
5314,30,114,3,2398.0,2023-05-20
5315,23,135,6,9373.65,2023-08-04
5316,29,96,3,201269.85,2024-04-16
5317,11,61,1,26618.05,2024-03-15
5318,34,5,1,23669.0,31-01-2024
5319,4,43,14,491356.0,2024-10-26
5320,4,136,5,9868.0,09-06-2024
5321,12,129,2,6532.0,24-04-2023
5322,36,58,11,1197070.0,21-05-2023
5323,47,105,5,1470.6,2023-05-23
5324,22,149,9,9949.35,12-01-2024
5325,35,68,6,381313.85,2023-11-20
5326,18,112,13,28352.0,2023-03-29
5327,28,76,12,1778379.0,2024-09-27
5328,7,51,8,487608.4,30-06-2023
5329,20,1,15,471996.1,17-05-2023
5330,49,145,6,26099.0,28-05-2023
5331,17,79,14,926056.0,16-09-2023
5332,19,61,13,364242.0,26-03-2023
5333,24,79,7,439876.6,05-12-2023
5334,27,65,12,291357.4,2023-05-24
5335,24,40,10,141840.0,2023-09-09
5336,42,25,2,23040.35,06-06-2024
5337,19,12,15,40893.0,21-07-2023
5338,10,2,14,195974.0,2024-04-06
5339,12,53,12,611895.0,11-10-2024
5340,22,20,4,123334.0,01-01-2024
5341,8,56,5,214944.0,22-08-2024
5342,27,50,8,85697.6,2024-12-15
5345,25,73,9,1288439.0,22-05-2023
5346,2,31,7,55082.9,2023-12-03
5347,25,53,15,764868.75,23-02-2023
5348,46,91,10,1348860.0,2024-11-11
5349,43,98,8,603144.55,11-06-2024
5350,38,123,8,21106.15,04-09-2024
5351,31,41,10,100700.0,30-08-2024
5352,25,135,14,23023.0,22-02-2023
5353,1,43,7,233394.1,2023-04-28
5354,19,21,3,24893.8,2023-02-04
5355,36,14,5,179055.0,04-05-2023
5356,40,132,9,13363.65,2024-11-08
5357,15,75,11,342429.4,2024-08-31
5358,44,119,4,12371.85,11-12-2024
5359,49,139,7,9974.0,2023-10-13
5360,47,20,14,431668.0,2023-08-06
5361,37,130,13,51179.35,2023-03-12
5362,23,101,15,6603.45,26-12-2023
5363,5,76,7,1037388.0,21-05-2023
5364,11,75,7,217910.05,02-11-2024
5365,1,135,5,8223.0,2024-06-08
5366,37,80,3,368288.4,2023-03-17
5367,39,37,9,54609.0,06-05-2024
5368,37,115,8,6645.0,29-12-2023
5369,44,46,8,37876.5,2024-04-14
5370,18,16,5,150030.0,2024-07-09
5371,42,29,7,255572.0,2024-01-12
5372,2,116,14,36057.0,28-12-2023
5373,43,86,5,444235.2,28-12-2023
5374,42,90,1,75142.15,2023-05-03
5375,15,105,15,4643.0,24-11-2024
5376,46,122,5,6281.4,2024-06-22
5377,4,67,3,244498.65,2023-08-08
5378,35,55,14,1539821.0,2023-01-11
5379,35,53,1,53675.0,2024-10-07
5380,39,36,4,85885.7,2023-01-13
5381,41,23,3,31859.2,18-10-2024
5382,11,12,14,36258.65,2023-08-11
5383,40,44,9,92398.9,30-07-2024
5384,1,42,8,47943.0,2024-10-08
5385,20,124,2,7163.0,11-07-2023
5386,48,147,1,2878.5,14-06-2024
5387,38,55,5,549936.0,07-03-2023
5388,41,150,8,12506.75,2023-11-29
5389,49,150,11,18102.0,2024-01-19
5390,25,98,8,634889.0,2023-10-19
5391,48,102,14,11065.6,17-07-2024
5392,5,63,15,1994396.75,30-01-2023
5393,42,65,7,178904.0,18-04-2023
5394,17,103,3,5099.6,19-07-2024
5395,28,10,15,480496.0,01-09-2023
5396,12,41,2,20140.0,2024-05-15
5397,10,132,2,3126.0,26-12-2024
5398,20,110,11,26078.45,28-03-2023
5399,37,138,13,51661.0,05-11-2023
5400,19,106,2,8331.5,2024-07-04
5401,18,30,10,306355.05,2023-02-15
5402,47,26,2,32837.7,17-11-2024
5403,16,137,13,41810.45,15-08-2024
5404,11,15,2,55800.0,20-10-2023
5405,38,101,10,4402.3,24-11-2024
5406,46,77,15,670570.0,30-03-2024
5407,42,10,7,224231.0,28-12-2023
5408,49,67,12,977995.55,16-03-2023
5409,49,60,5,516567.25,2024-07-12
5410,14,97,12,1542819.95,2024-08-15
5411,32,109,9,5604.0,17-09-2023
5412,38,74,2,164461.15,2023-11-14
5413,16,1,9,283197.85,2023-01-29
5414,32,51,15,962385.0,2023-10-30
5415,31,79,6,377036.95,2023-08-05
5416,19,104,3,11139.0,2024-04-21
5417,24,90,8,601140.05,2023-11-20
5418,29,24,1,23232.0,2023-06-27
5419,1,122,8,10580.0,2023-10-28
5420,47,102,3,2371.2,30-06-2023
5421,32,76,8,1185586.0,02-12-2023
5422,34,3,14,126339.0,03-04-2024
5423,43,105,12,3714.0,08-09-2024
5424,35,112,10,21810.0,12-09-2023
5425,47,118,10,43151.0,01-07-2024
5426,43,137,5,16927.0,2024-07-07
5427,10,137,12,40626.0,30-05-2024
5428,14,147,2,6060.0,03-09-2024
5429,37,67,7,570496.85,14-06-2023
5430,19,138,4,16732.0,26-08-2024
5431,24,149,13,15127.0,17-02-2023
5432,41,114,5,3996.0,2023-11-02
5433,6,148,14,63648.1,01-11-2024
5434,10,18,4,100975.5,2023-01-07
5435,39,107,9,13620.0,30-03-2024
5436,21,133,1,1798.35,2023-04-10
5437,12,81,13,1587930.0,2023-08-23
5438,23,129,12,37235.25,22-01-2024
5439,48,46,3,14951.0,28-03-2024
5440,37,133,11,20820.0,28-10-2023
5441,48,57,9,1069115.0,2024-05-17
5442,30,65,11,281135.0,2024-06-21
5443,21,116,2,5151.0,11-12-2024
5444,27,22,1,39453.0,02-02-2024
5445,32,47,11,67353.0,2024-10-22
5446,39,142,7,5495.75,2024-11-10
5447,41,75,6,186779.5,2024-08-20
5448,28,113,1,4175.25,2024-12-12
5449,13,135,6,9867.0,08-07-2023
5450,26,85,5,183249.3,2024-02-11
5451,7,27,9,141172.85,31-12-2024
5452,23,68,10,635522.45,21-05-2024
5453,3,53,12,611895.0,12-04-2023
5454,14,20,12,370001.0,25-12-2024
5455,12,132,2,3126.0,2024-06-02
5456,31,69,8,344014.0,17-03-2023
5457,13,74,3,246692.2,23-03-2024
5458,3,112,9,18647.55,09-09-2023
5459,19,111,10,40709.4,11-06-2024
5460,1,11,6,217391.0,11-08-2024
5461,14,36,4,85885.7,2024-10-10
5462,33,123,13,36102.0,2024-03-15
5463,18,141,11,52600.0,19-02-2023
5464,30,137,14,45027.15,13-03-2024
5465,17,106,12,52618.0,2024-05-12
5466,41,26,10,172832.0,27-01-2023
5467,45,50,13,146588.0,2023-06-22
5468,25,118,9,38836.0,2023-06-08
5469,49,109,8,4732.9,2023-05-29
5470,45,6,14,157208.85,2023-06-22
5471,27,61,15,399265.05,2023-07-29
5472,22,146,3,1413.6,30-09-2024
5473,7,67,13,1115258.0,13-09-2024
5474,37,46,10,47346.1,20-09-2023
5475,23,17,7,98271.0,01-11-2023
5476,41,6,13,153663.0,2023-04-26
5477,29,93,13,1240890.95,2023-05-01
5478,7,114,7,5315.25,02-10-2024
5479,44,130,10,39368.95,06-08-2023
5480,39,131,2,1927.0,2024-01-29
5481,11,39,3,88898.0,03-06-2024
5482,19,122,1,1322.0,2023-11-21
5483,18,67,9,733495.95,20-02-2024
5484,12,99,3,321800.0,10-05-2023
5485,2,76,3,422365.25,2024-06-03
5486,24,6,7,82741.0,2023-03-19
5487,44,128,15,66272.95,2023-10-13
5488,25,67,6,488997.3,2024-05-13
5489,38,16,4,120024.0,25-11-2024
5490,3,25,9,109138.0,03-10-2023
5491,43,115,12,9967.0,24-12-2023
5492,38,47,3,18369.0,2024-10-28
5493,15,125,11,35551.85,07-08-2023
5494,15,100,12,1192442.85,2024-01-09
5495,39,143,7,31055.0,2024-06-14
5496,41,144,10,21033.95,26-09-2024
5497,18,98,10,753930.45,2023-12-05
5498,7,55,11,1209859.0,03-09-2024
5499,2,5,9,202369.95,22-06-2024
5500,4,20,1,30833.0,04-04-2024
5501,29,149,11,12160.0,2023-09-17
5502,3,13,14,103036.05,2024-05-01
5503,23,35,13,143072.0,06-10-2023
5504,23,140,9,26800.45,2023-05-05
5505,6,129,13,40337.95,14-12-2023
5506,37,141,4,19127.0,2024-03-11
5507,45,122,8,10580.0,2024-07-17
5508,49,146,15,7068.0,2023-10-27
5509,12,126,6,15258.9,24-02-2023
5510,31,35,4,44022.0,04-10-2024
5511,38,55,1,109987.0,12-12-2023
5512,29,5,8,179884.4,09-06-2023
5513,47,135,6,9867.0,11-04-2024
5514,45,33,5,31900.05,2023-04-04
5515,29,1,12,397470.0,14-12-2023
5516,20,68,15,1003457.0,2023-12-22
5517,38,9,6,226321.35,15-05-2024
5519,4,30,9,290231.0,2024-10-07
5520,8,145,5,21749.0,2024-06-29
5521,46,134,8,37741.0,11-04-2024
5522,25,115,5,4153.0,20-06-2024
5523,12,36,15,339021.0,2024-11-07
5524,40,144,15,33212.0,05-05-2024
5525,23,17,15,210582.0,2024-02-03
5526,33,28,3,42776.0,2023-12-22
5527,43,18,6,151463.25,06-03-2024
5528,20,121,2,7389.0,05-05-2024
5529,12,19,12,187328.6,2023-05-23
5530,29,37,9,51878.55,24-09-2024
5531,26,117,8,32824.0,2024-04-22
5532,7,84,7,303967.0,2024-10-10
5533,30,120,3,9373.0,08-01-2024
5534,16,139,7,9974.0,04-07-2023
5535,2,99,12,1222840.0,14-09-2024
5536,16,128,8,37206.0,18-11-2024
5537,3,116,11,28331.0,2023-06-05
5538,38,122,10,12563.75,2024-12-04
5539,45,13,1,7747.0,12-11-2024
5540,45,11,12,434783.0,2023-02-25
5541,20,135,11,18090.0,25-12-2023
5542,47,97,9,1157115.2,29-10-2024
5543,40,1,2,62932.75,02-03-2023
5544,18,133,4,7192.45,2023-03-10
5545,4,23,7,74337.5,2024-01-07
5546,25,7,7,129799.45,2024-07-30
5547,33,13,8,61977.0,2023-04-25
5548,40,41,1,10070.0,12-06-2023
5549,18,20,10,308334.0,2024-04-28
5550,32,12,10,27262.0,2023-02-07
5551,39,80,15,1938358.0,2024-07-15
5552,32,148,13,59101.4,20-06-2023
5553,16,103,4,7157.0,02-05-2024
5554,5,49,15,198964.0,06-09-2023
5555,47,120,6,18747.0,2023-02-12
5556,49,112,8,16575.6,2023-08-19
5557,15,87,8,534879.0,2023-08-04
5558,3,84,12,521087.0,19-08-2023
5559,25,90,7,553681.0,2023-04-09
5560,28,75,3,93389.75,2024-06-03
5561,8,122,2,2645.0,27-07-2023
5562,34,75,13,404689.55,18-09-2023
5563,37,114,11,8352.4,14-02-2024
5564,3,143,3,13309.0,2023-02-07
5565,49,15,12,318057.15,2023-12-23
5566,11,17,15,210582.0,09-01-2023
5567,45,33,7,44659.5,24-02-2024
5568,8,147,6,18180.0,2024-04-25
5569,20,106,2,8331.5,12-11-2024
5570,25,78,6,730569.0,2024-12-16
5571,3,142,11,9091.0,2023-09-20
5572,44,56,2,85978.0,03-07-2024
5573,46,128,13,60459.0,2023-12-09
5574,5,46,4,19935.0,05-06-2024
5575,13,146,9,4240.8,2023-04-18
5576,37,120,15,46867.0,2024-01-23
5577,27,44,4,41065.65,2023-11-02
5578,29,9,5,188601.6,2023-12-21
5579,13,146,3,1488.0,2023-11-12
5580,46,140,14,41689.8,22-10-2024
5581,12,109,4,2491.0,2023-09-10
5582,46,96,12,805077.5,20-03-2024
5583,42,62,3,291332.7,19-11-2024
5584,42,86,7,621928.9,07-09-2024
5585,34,86,5,444235.2,12-05-2024
5586,4,142,15,12396.0,2023-07-28
5587,38,94,2,81502.0,2023-04-10
5588,45,70,13,446621.0,23-03-2023
5589,49,97,4,514273.0,2023-04-17
5590,31,48,10,139995.8,2024-08-04
5591,12,141,11,49970.0,28-04-2023
5592,2,10,1,32033.0,2024-03-16
5593,27,65,12,291357.4,2023-01-18
5594,8,81,15,1832227.0,2024-08-29
5595,14,58,12,1305895.0,2023-09-30
5596,3,109,15,9340.0,2024-08-04
5597,49,125,10,32319.95,2023-10-06
5598,46,50,6,67656.0,23-09-2024
5599,36,29,5,173424.4,02-07-2023
5600,30,148,3,13639.15,16-07-2024
5601,12,98,14,1055503.2,22-02-2023
5602,30,130,3,12432.0,07-03-2023
5603,36,144,8,16827.35,23-03-2024
5604,49,24,7,162625.0,2023-10-26
5605,23,32,9,106895.9,2024-04-21
5606,12,131,4,3854.0,2024-10-01
5607,2,145,3,12397.5,17-03-2024
5608,48,108,8,25425.8,30-05-2023
5609,37,131,10,9154.2,2023-09-07
5610,44,140,2,5955.55,2024-05-31
5611,31,110,3,7112.65,24-05-2023
5612,38,68,11,735868.0,17-11-2024
5613,12,46,14,66284.35,24-04-2024
5614,31,93,2,190906.3,2024-10-03
5615,35,32,7,87517.0,2024-01-31
5616,15,124,1,3770.0,07-08-2023
5617,21,127,1,1549.0,09-08-2024
5618,28,54,1,115458.25,2023-05-31
5619,6,74,6,519351.0,2024-06-09
5620,32,105,12,3528.3,2023-07-06
5621,6,31,13,107680.0,2023-06-07
5622,40,140,5,15673.0,01-12-2024
5623,37,70,4,130550.9,07-08-2024
5624,36,28,15,213878.0,2024-10-12
5625,25,72,6,568088.6,2024-10-26
5626,38,57,2,237581.0,2023-07-11
5627,34,9,7,264041.1,02-12-2024
5629,5,9,10,397055.0,2023-02-22
5630,6,6,4,47281.0,2023-08-11
5631,36,91,3,384425.1,2023-12-30
5632,49,119,1,3093.2,05-02-2023
5633,44,73,6,858960.0,20-01-2024
5634,36,86,9,841708.0,07-06-2024
5635,20,141,11,49970.0,2023-03-10
5636,27,6,9,101062.9,23-04-2023
5637,36,2,2,26596.2,06-05-2023
5638,46,66,4,50287.0,25-02-2023
5639,18,85,10,385787.0,2023-09-14
5640,35,120,15,44523.65,2024-11-03
5641,37,73,14,1904027.05,03-05-2024
5642,28,69,11,473019.25,2024-11-07
5643,39,17,5,70194.0,2024-11-29
5644,17,87,11,698686.05,2024-09-05
5645,17,130,11,45585.0,31-08-2023
5646,9,131,13,11900.65,15-10-2023
5647,30,80,5,646119.0,21-01-2024
5648,15,40,8,107798.4,2024-11-14
5649,20,128,7,32555.0,2023-01-31
5650,32,39,1,28151.35,31-12-2024
5651,37,125,3,9695.7,25-09-2023
5652,38,115,15,11836.05,2023-02-26
5653,9,98,10,793611.0,2023-08-29
5654,5,20,5,146458.65,2024-06-05
5655,9,99,14,1501733.0,09-06-2023
5656,43,78,1,121762.0,2024-12-20
5657,31,147,9,25907.45,2023-05-13
5658,3,128,1,4651.0,29-05-2024
5659,30,81,2,244297.0,16-12-2023
5660,4,28,4,54182.3,2023-09-28
5661,39,38,5,132306.0,2024-02-27
5662,43,74,12,986767.85,2024-10-30
5663,7,18,3,79717.0,21-04-2024
5664,1,23,6,63718.4,2023-03-24
5665,47,94,1,38713.45,2024-08-16
5666,36,116,11,28331.0,04-06-2024
5667,42,26,2,32837.7,05-07-2023
5668,9,25,7,84885.0,16-04-2023
5669,45,80,14,1809134.0,25-08-2023
5670,28,26,9,147771.55,2023-04-08
5671,34,21,2,17469.0,2023-08-22
5672,12,50,13,139258.6,05-05-2024
5673,23,112,9,18647.55,2023-03-13
5674,3,111,6,24425.45,21-09-2024
5675,29,62,3,306666.0,18-07-2024
5676,10,36,8,180811.0,2024-11-21
5677,14,2,15,199473.4,06-06-2023
5678,32,146,5,2356.0,2023-05-29
5679,44,148,15,68193.85,2023-11-09
5680,41,38,1,26461.0,2023-05-27
5681,1,1,8,251731.0,06-11-2024
5682,47,134,9,42458.0,26-09-2023
5683,45,40,10,141840.0,16-04-2023
5684,36,143,12,50575.15,05-10-2024
5685,16,32,8,95019.0,02-11-2023
5686,17,87,2,133720.0,2023-06-02
5687,13,107,7,10594.0,04-07-2023
5688,33,49,2,25201.6,2023-08-05
5689,11,136,9,17762.0,05-04-2024
5690,40,101,10,4634.0,2024-04-23
5691,38,34,7,32701.85,2023-11-28
5692,9,47,13,79598.0,2023-03-28
5693,49,69,5,215008.75,2024-10-28
5694,12,7,10,185428.6,2024-02-08
5695,1,91,7,944202.0,28-02-2023
5696,28,85,3,109949.2,2023-11-16
5697,49,44,15,153997.85,09-10-2023
5699,44,138,4,15895.4,2024-04-18
5700,20,33,5,33579.0,22-01-2023
5701,48,54,15,1731870.9,2023-04-11
5702,47,36,11,236184.25,2023-12-26
5703,8,127,1,1471.55,2023-05-17
5704,22,51,6,384954.0,2023-05-22
5705,10,144,3,6309.9,2024-01-13
5706,29,79,7,439876.6,2023-01-12
5707,44,118,11,47466.0,2024-06-29
5708,28,79,9,565555.9,16-03-2024
5709,30,135,5,7811.85,11-08-2024
5710,18,42,7,41950.0,2023-09-29
5711,6,20,6,185001.0,2024-02-04
5712,13,78,8,974092.0,2023-09-17
5713,46,27,2,33023.0,25-09-2023
5714,48,106,5,21924.0,2024-04-30
5715,13,67,4,325998.2,10-07-2023
5716,43,5,7,157398.85,2024-08-10
5717,36,149,11,12160.0,2023-07-17
5718,13,47,14,81434.95,2023-02-23
5719,22,120,10,29682.75,2024-08-12
5720,6,38,11,276519.35,2024-09-19
5721,8,66,6,71658.5,17-01-2023
5722,36,78,13,1582900.0,10-03-2023
5723,18,63,6,839746.0,22-03-2023
5724,11,28,14,199620.0,10-10-2023
5725,40,46,10,47346.1,28-11-2023
5726,10,140,14,41689.8,30-05-2024
5727,41,126,9,22889.3,28-08-2023
5728,5,10,10,304313.5,2024-09-19
5729,34,135,2,3124.55,2023-07-16
5730,29,121,6,22166.0,27-07-2023
5731,22,17,13,173378.8,22-01-2024
5732,32,33,13,87305.0,23-04-2024
5733,10,103,7,11897.8,23-03-2023
5734,22,101,7,3244.0,22-11-2024
5735,37,25,13,149761.8,12-05-2023
5736,15,100,14,1391182.85,2024-07-17
5737,29,126,2,5086.3,05-11-2024
5738,13,148,1,4786.0,2024-08-20
5739,49,108,6,20073.0,01-04-2024
5740,7,146,12,5952.0,2024-11-27
5741,46,79,12,754073.9,2023-12-23
5742,26,135,14,23023.0,2023-05-26
5743,16,61,6,168112.0,08-11-2023
5744,12,29,2,73021.0,24-08-2024
5745,33,51,15,962385.0,2024-07-19
5746,13,131,1,915.8,2023-01-22
5747,48,116,1,2576.0,10-04-2024
5748,17,70,15,489564.45,04-09-2023
5749,34,40,3,40424.4,25-08-2024
5750,48,122,8,10580.0,2023-02-09
5751,49,116,7,17127.55,2024-06-08
5752,29,122,9,11902.0,07-07-2023
5753,21,113,7,30765.0,25-06-2024
5754,14,52,10,137041.0,13-09-2024
5755,14,16,9,256551.3,11-03-2024
5756,31,96,3,211863.0,02-08-2023
5757,26,30,10,306355.05,2023-01-26
5758,40,105,15,4643.0,2023-02-26
5759,2,26,15,246285.6,20-11-2024
5760,33,84,3,123758.4,2024-07-27
5761,24,86,11,977316.3,06-02-2023
5762,18,15,13,344562.15,08-11-2024
5763,20,22,4,157811.0,2023-04-09
5764,23,133,13,24605.0,2023-10-14
5765,10,124,12,45239.0,2024-11-19
5766,4,48,11,162100.0,05-03-2024
5767,15,145,10,43499.0,24-04-2024
5768,49,111,4,16283.95,2023-07-20
5769,36,52,14,191857.0,2023-11-25
5770,16,92,13,1097347.85,08-10-2024
5771,20,14,15,537166.0,2023-09-20
